Feed_ID,Feed_name,Catergory,Price(Won/kg),Concentrate(%),Forage(%),DM(%AF),NDF (%DM),Lignin (%NDF),CP (%DM),Sol-P (%CP),NPN (%Sol-P),NDICP (%CP),ADICP (%CP),Starch (%NSC),Crude fat (%DM),Crude ash (%DM),peNDF (%NDF),CHO-A (%/hr),CHO-B1 (%/hr),CHO-B2 (%/hr),CHO-C (%/hr),Protein-A (%/hr),Protein-B1 (%/hr),Protein-B2 (%/hr),Protein-B3 (%/hr),Protein-C (%/hr),ID-CHO-A (%),ID-CHO-B1 (%),ID-CHO-B2 (%),ID-CHO-C (%),ID-Protein-A (%),ID-Protein-B1 (%),ID-Protein-B2 (%),ID-Protein-B3 (%),ID-Protein-C (%),ID-Fat (%),ID-Ash (%),Methionine (%UIP),Lysine (%UIP),Arginine (%UIP),Threonine (%UIP),Leucine (%UIP),Isoleucine (%UIP),Valine (%UIP),Histidine (%UIP),Phenylalanine (%UIP),Tryptophan (%UIP),TDN (%DM),ME (Mcal/kg),NEm (Mcal/kg),NEg (Mcal/kg),RUP-3X (%CP),RUP-1X (%CP),Ca (%),P (%),Mg (%),Cl (%),K (%),0 (%),S (%),Co (mg/kg),Cu (mg/kg),I (mg/kg),Fe (mg/kg),Mn (mg/kg),Se (mg/kg),Zn (mg/kg),Vit A (1000 IU/kg),Vit D (1000 IU/kg),Vit E (IU/kg),Ca-Bio,P-Bio,Mg-Bio,Cl-Bio,K-Bio,0-Bio,S-Bio,Co-Bio,Cu-Bio,I-Bio,Fe-Bio,Mn-Bio,Se-Bio,Zn-Bio,VitA-Bio,VitD-Bio,VitE-Bio,Starch,Sugar,Lactic,Acetic,Proprionic,Butyric,Isobutyric,pH,AmmoniaCPE
490,Triticale Silage_8732__04/02/13,Forage,0,0,100,35,55.0001,11.999978,9.9998,25,0,0,0,55.608218,3.0001,9.7999,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,4.500086,11.2428,10.617057,10.668486,18.988657,9.897057,14.782857,4.240086,12.157114,4.940086,53.520091,2.16318,1.304091,0.731,30,30,0.551,0.311,0.3,0.2399,1.54,0.0308,0.1999,0.131,36.8,0,200.0002,93,0,30,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
491,UREA_41__07/25/13,Non calory,0,100,0,99.7,0,0,270.812437,106.481481,0,0,0,0,0,0.481444,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
492,VEGETABLE OIL(SOY)_275__07/25/13,,0,100,0,99,0,0,0,0,0,0,0,0,98.989899,1.010101,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,225.252525,8.635091,7.180808,5.492818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79798,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
493,Vetch Hay_8733__04/02/13,Forage,0,0,100,90,55.0001,11.999978,17.9999,30,0,0,0,10.067114,3,9.1,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.789511,5.377811,4.191378,4.648178,7.687078,4.528422,5.958,2.080878,4.821011,1.6105,57.11495,2.12699,1.27069,0.70053,30,30,1.18,0.32,0.25,0.5599,2.32,0.5201,0.15,0.36,9,0,419.9999,73,0,24,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
494,VIT E(50%)_81811__07/25/13,Non calory,0,100,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526315.7895,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
495,VIT PX-83102_DAIRY_83102__07/25/13,Non calory,0,100,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18173.91304,4347.826087,58695.65217,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
496,VIT PX-83106_CALF_83106__07/25/13,Non calory,0,100,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21739.13044,2869.565217,32717.3913,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
497,VIT PX-83107_BEEF_83107__07/25/13,Non calory,0,100,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10869.56522,6521.73913,47826.08696,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
498,VIT PX-83122_BEEF(VIT A OUT)_83122__07/25/13,Non calory,0,100,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521.73913,47826.08696,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
499,VITAMIN C(20%)_81808__07/25/13,Non calory,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
500,Wady Grass_8781__04/02/13,Forage,0,0,100,93,67.5591,10.34546,5.7312,25,0,0,0,11.576754,1.3226,15.0215,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.921753,3.506366,3.223634,3.569785,7.063022,3.103183,5.638634,1.406753,4.427194,2.971656,41.36843,1.62963,0.791551,0.25478,40,40,0.1429,0.1333,0.072,0.0193,0.8248,0.0097,0.0645,0.114011,3.215054,0,116.2366,25.72043,0,6.430108,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
501,WHEAT FLOUR(3rd)_5213__07/25/13,Starch,0,100,0,87,15.287356,0,19.425287,32.000001,0,0,0,74,4.057471,2.781609,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.724138,3.333333,5.977011,3.103448,7.126437,3.563218,4.712644,2.758621,4.712644,1.37931,93.226437,3.277943,2.257805,1.564759,35.000003,35.000003,0.114943,0.643678,0.275862,0.16092,0.471264,0.045977,0.183908,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
502,WHEAT FLOUR(3rd)_5213__11/29/13,Starch,382.353,100,0,87.15,15.75444636,6.25,19.69018933,32,73,4,2,74,4.440619621,2.994836489,30,300,40,6,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.5,2.9,5.2,2.7,6.2,3.1,4.1,2.4,4.1,1.2,93.20321285,3.280424555,2.259804934,1.566437177,35,35,0.114744693,0.596672404,0.275387263,0.16064257,0.470453242,0.045897877,0.183591509,0.08879,6.659267,0.099889,51.054384,41.065483,0.266371,38.845727,0.443951,0,16.648169,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
503,WHEAT FLOUR(GRADE#2)_114__07/25/13,,0,100,0,86.8,5.288018,0,19.470046,38.000003,0,0,0,85,2.292627,1.417051,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.704389,4.722615,7.67227,3.62106,6.914355,4.004032,5.088548,2.652362,5.37712,1.235449,96.338479,3.435392,2.383537,1.669366,24,24,0.080645,0.403226,0.276498,0.077189,0.47235,0.046083,0.184332,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
504,Wheat Hay_8734__04/02/13,Forage,0,0,100,88,55,11.999818,8.0001,25.000062,0,0,0,4.363652,2.3,7.2,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.870716,4.214432,3.948818,4.085182,7.522773,3.715864,5.906318,1.619295,4.782614,2.359341,55.00501,2.06605,1.21403,0.64865,40,40,0.1501,0.2,0.12,0.52,1,0.18,0.22,0.05,5,0,200.0001,39,0,6,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
505,WHEAT MILL RUN_IMP_11__07/25/13,,0,100,0,88.2,42.76644,0,17.60771,33.999998,0,0,0,64.999999,4.229025,5.759637,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.863413,4.757449,7.812324,3.706236,7.320556,3.684116,5.438968,2.981497,4.43754,1.499184,79.039116,2.76288,1.833175,1.202358,23.999998,23.999998,0.170068,1.281179,0.47619,0.045351,1.281179,0.012472,0.21542,0.113379,17.006803,0.124717,104.30839,120.181406,0.839002,116.780045,0,0,27.210884,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
506,WHEAT MILL RUN_LOC_10__07/25/13,,0,100,0,86.45,48.91845,0,17.894737,32.999999,0,0,0,55.000003,4.279931,6.061307,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.891602,4.836021,7.95727,3.768109,7.43513,3.743436,5.52849,3.023597,4.497675,1.519318,75.404049,2.637525,1.726061,1.108699,21.999999,21.999999,0.115674,1.19144,0.462695,0.069404,1.445922,0.034702,0.208213,0.115674,15.037594,0.127241,131.868132,128.397918,0.462695,131.868132,1.156738,0,16.194332,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
507,Wheat Straw_8735__04/02/13,Forage,0,0,100,89,70,12,3.6,25,96,31,6.5,7.142857,1.8,7.8,100,250,30,3,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,2.338955,2.613607,2.249685,3.084899,7.259674,2.342067,6.001247,1.196,4.41136,4.717225,46.48,1.76484,0.92572,0.38118,40,40,0.18,0.051,0.12,0.32,1.42,0.19,0.19,0.051,4,0,156.9999,41,0,6,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
508,WHEAT_COARSE GRIND_80009__07/25/13,Starch,0,100,0,90.1,10.233074,6.25,14.384018,21.000002,73,4,2,91.5,1.487236,1.664817,30,300,40,6,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.977225,3.323463,5.468979,3.306515,7.821643,3.962764,5.017825,2.839179,5.571565,1.48343,93.314317,3.309356,2.283019,1.585838,23.999998,23.999998,0.066593,0.310766,0.110988,0.077691,0.45505,0.033296,0.199778,0.08879,6.659267,0.099889,51.054384,41.065483,0.266371,38.845727,0.443951,0,16.648169,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
509,WHEAT_FINE_9__07/25/13,Starch,0,100,0,90.1,10.233074,6.25,14.384018,21.000002,73,4,2,91.5,1.487236,1.664817,30,300,40,6,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.977225,3.323463,5.468979,3.306515,7.821643,3.962764,5.017825,2.839179,5.571565,1.48343,93.314317,3.309356,2.283019,1.585838,23.999998,23.999998,0.066593,0.310766,0.110988,0.077691,0.45505,0.033296,0.199778,0.08879,6.659267,0.099889,51.054384,41.065483,0.266371,38.845727,0.443951,0,16.648169,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
510,WHEAT_FINE_9__11/29/13,Starch,331.204,100,0,87.79,11.08326689,6.25,13.97653491,21,73,4,2,91.5,1.560542203,1.811140221,30,300,40,6,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,1.79055,3.02689,4.97645,2.99747,7.07139,3.57832,4.55257,2.5639,5.02991,1.35542,92.91901128,3.294771614,2.271317918,1.576067889,24,24,0.068344914,0.375897027,0.11390819,0.079735733,0.467023579,0.034172457,0.205034742,0.091126552,6.8344914,0.102517371,52.3977674,42.1460303,0.273379656,39.8678665,0.45563276,0,17.0862285,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
511,Wheatlage - EV_8736__04/02/13,Forage,0,0,100,30,60,9.000167,12.9999,25.000038,0,0,0,0,2.5001,7.4999,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,5.0308,13.812933,13.1283,12.874467,22.233233,12.143667,17.174233,5.128233,14.325767,4.6949,53.00015,2.22625,1.36186,0.78351,30,30,0.3401,0.21,0.1502,0.7898,1.9998,0.0302,0.17,3.89,9.45,0,530.17,63.62,0.07,23.58,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
512,Wheatlage - Headed_8737__04/02/13,Forage,0,0,100,30,64.9997,8.307884,8.0002,25,0,0,0,21.070756,2.9999,8.4,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,5.487367,12.3626,11.583467,11.983467,22.066533,10.900133,17.325,4.749867,14.029233,6.920667,49.71009,2.16993,1.3103,0.73666,30,30,0.3401,0.21,0.1502,0.7898,1.9998,0.0302,0.17,3.89,9.45,0,530.17,63.62,0.07,23.58,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
513,WHITE SUGAR_98__07/25/13,,0,100,0,100,0.28,0,0.11,100,0,0,0,0,0.14,0.02,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,97.8315,3.56569,2.48646,1.7541,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
514,WHOLE COTTONSEED_101__07/25/13,,0,100,0,87.505,46.208788,0,24.363751,19.999999,0,0,0,16.099996,18.524656,4.079767,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.577544,4.591589,11.101846,3.297343,5.939661,3.21801,4.762311,2.89628,5.304828,1.010902,88.05786,3.235644,2.223747,1.536221,47.999998,47.999998,1.317639,0.82305,0.436465,0.037412,1.421633,0.024941,0.286841,0.187057,9.976358,0,203.2683,23.693851,0,44.893612,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
515,ZINC OXIDE(78%)_481__07/25/13,Non calory,0,100,0,99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787878.7879,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
516,당밀,Energy,$0.00 ,100,0,74.3,0,0,6.82,100,100,0,0,0,2.03,12.56,0,500,30,20,0,100000,350,11,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,87.55,2.17,1.48,0.77,0,0,0.97,0.11,0.41,2.19,4.35,0.19,0.47,1.22,9.47,0.96,246.15,31.11,.,9.47,0,.,6.76,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
517,면실박(압착),Protein,$0.00 ,100,0,92,28,21.43,44,20,40,10,8,90,5,7,40,300,25,6,0,100000,175,8,0.25,0,100,75,20,0,100,100,100,80,0,95,50,0.63,3.85,10.4,3.45,6.33,3.77,5.27,3.14,5.85,1.74,70,2.52,1.62,1.02,40,25.2,0.16,0.76,0.35,0,1.22,0.03,0.26,0,53.9,0,0.016,12.2,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
518,비트펄프,Fiber,$0.00 ,100,0,91,44.6,3.7,9.8,27,96,53,11,90,0.6,5.3,30,300,40,8,0,100000,300,12,0.35,0,100,75,20,0,100,100,100,80,0,95,50,0.65,3,4.43,3.17,4.61,2.69,4.5,1.87,2.8,1.1,70,2.46,1.58,0.98,56.9,50.1,0.68,0.1,0.28,0.04,0.22,0.2,0.22,0.081,13.8,0,293,37.7,0.12,1,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
519,석회석,Non calory,$0.00 ,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.02,2.06,0.03,0.12,0.06,0.04,0,0,0,3500,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
520,소금,Non calory,$0.00 ,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.66,0,39.34,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
521,옥수수_분쇄,Starch,$0.00 ,100,0,88,9,2.22,9.8,11,73,15,5,98.5,4.3,1.6,20,200,25,6,0,100000,135,7,0.1,0,100,75,20,0,100,100,100,80,0,95,50,1.12,1.65,1.82,2.8,10.73,2.69,3.75,2.06,3.65,0.37,85,3.18,2.04,1.29,50.6,33.9,0.03,0.31,0.11,0.06,0.33,0.01,0.14,0.429,4.8,0,30,6.4,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
522,요소,Non calory,$0.00 ,100,0,99,0,0,281,100,100,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
523,톨페스큐 짚,Dry,$0.00 ,0,100,88.48,71.42,4.55,6.02,20,95,75,65,100,1.5,5.59,100,250,30,3,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,55,1.89,1.04,0.49,75.8,74.9,0.3,0.07,0.23,0.67,2.37,0.14,0.17,0.067,5.4,0,200,16,0,7,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
524,볏짚_김경훈,Dry,0,0,100,87.8,62.3,14.21021759,4.5,46.6895357,95,37.74193548,29.03225806,100,1.2,10.3,100,250,30,3,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,55,1.89,1.04,0.49,75.8,74.9,0.3,0.07,0.23,0.67,2.37,0.14,0.17,0.067,5.4,0,200,16,0,7,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
525,오차드그라스,Dry,0,0,100,89.6,60.5,11.4,10.1,25,96,31,6.1,44,2.7,10.8,100,250,30,4,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,0.67,2.83,2.83,2.83,5.49,2.83,3.83,1,3.5,4.5,54,1.95,1.11,0.59,40.4,34.4,0.26,0.3,0.11,0,2.67,0.01,0,0.3,20,20,84,167,0.03,38,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
526,한우 비육전기 배합사료 평균,Mixed,0,100,0,87.4,24.3,5.208362892,13.5,34.75091405,78.5760573,18.03929059,4.821133277,87.18396999,3.4,5.9,29.85675307,235.5559345,36.06582538,6.29058663,0,100000,219.3195771,9.97271487,0.293536835,0,100,77.50682128,20,0,100,100,100,80,0,95,50,0.981217599,2.444611187,4.277452251,2.896937244,9.136476808,3.181323329,4.276804229,2.164014325,4.068601637,0.821705321,76.1646015,2.699686221,1.784382674,1.166480218,32.61111869,28.72049795,0.788522825,0.612480195,0.301599305,0.568741018,0.95690678,0.316346693,0.245690393,1.852807247,11.39059275,#VALUE!,#VALUE!,34.28534569,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.60180764,0.7,0.160723056,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,0.994884038,0.994884038,0,0,0,0,0,0,0,0,0
527,한우 비육후기 배합사료 평균,Mixed,0,100,0,87.2,23.8,4.653508667,13.5,35.21535733,78.5753,16.37116333,4.076897333,85.93845333,3.2,5.1,26.706,237.03,36.32033333,6.3949,0,100000,231.175,10.6948,0.288196667,0,100,77.5,20,0,100,100,100,80,0,95,50,0.9739,2.561982667,3.988301,2.815561333,9.589197,3.148611,4.145078667,2.115395,3.964357333,0.781193667,79.0643814,2.751720667,1.826515797,1.20862469,30.50132,26.78806333,0.375794942,0.608626504,0.266292654,0.556916904,0.961418769,0.284590965,0.213348473,0.14303207,8.100661264,#VALUE!,103.6650582,49.39708927,#VALUE!,#VALUE!,#VALUE!,#VALUE!,18.73973733,0.600733333,0.7,0.160293333,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,0.981766667,0.981766667,0,0,0,0,0,0,0,0,0
528,한우 육성기 배합사료 평균,Mixed,0,100,0,88.4,20.8,5.127895634,15.5,34.96640518,79.10607094,18.25010232,4.983816508,87.12824011,2.6,6.8,30.20804911,234.8055935,35.87312415,6.238744884,0,100000,213.6272169,9.706343793,0.296026603,0,100,77.5,20,0,100,100,100,80,0,95,50,0.969553206,2.4020191,4.289160982,2.884068895,9.053291269,3.141585948,4.273816508,2.183226467,4.10021146,0.811974761,75.3652235,2.663703956,1.764583902,1.151128922,32.86930423,29.06186903,1.54,0.6,0.30326782,0.569847102,0.978017218,0.320466814,0.239278471,0.129303514,12.19202501,#VALUE!,141.5218482,34.01876057,#VALUE!,#VALUE!,#VALUE!,#VALUE!,14.0570294,0.601875853,0.7,0.160750341,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,0.992496589,0.992496589,0,0,0,0,0,0,0,0,0
529,농협 비육전기,Mixed,$0.00 ,100,0,90.13,37.75,6.02,14.56,49.04,72.3,35.51,17.33,87.8,3.12,8.52,28.7,237.4,35.5,6.1,0,100000,212.1,9.8,0.3,0,100,77.5,20,0,100,100,100,80,0,95,50,1.1,2.6,4.9,3,9.2,3.4,4.4,2.3,4.3,0.9,77,2.8,1.8,1.2,31.9,27.5,0.8,0.7,0.3,0.5,1,0.3,0.3,0.1,11.9,0.1,157.6,38,0.2,43.9,1.2,0,14.4,0.6,0.7,0.2,0.9,0.9,0.9,1,1,0.4,0.9,0.1,0,1,0.2,1,1,1,0,0,0,0,0,0,0,0,0
530,농협 비육후기,Mixed,$0.00 ,100,0,89.43,42.68,6.67,12.1,49.32,74.7,43.56,28.33,88.3,4.49,7.35,26.6,242.4,36.1,6.4,0,100000,229.4,10.6,0.3,0,100,77.5,20,0,100,100,100,80,0,95,50,1.1,2.7,4.5,3,9.9,3.4,4.4,2.2,4.2,0.9,81.2,2.9,1.9,1.2,31.3,27.1,0.3,0.7,0.3,0.6,1,0.3,0.3,0.1,8.2,0.1,108.9,52.5,0.2,47.5,1.2,0,21,0.6,0.7,0.2,0.9,0.9,0.9,1,1,0.4,0.9,0.1,0,1,0.2,1,1,1,0,0,0,0,0,0,0,0,0
531,농협 육성기,Mixed,$0.00 ,100,0,89.31,39.56,7.7,15.68,31.55,72.9,41.92,12.83,88.1,3.06,8.55,28.9,237.1,35.7,6.1,0,100000,209.3,9.7,0.3,0,100,77.5,20,0,100,100,100,80,0,95,50,1.1,2.5,4.8,3,9.3,3.4,4.4,2.3,4.3,0.9,76.9,2.8,1.8,1.2,32.1,27.7,0.8,0.7,0.3,0.5,1,0.3,0.3,0.1,12,0.1,157.2,37.1,0.2,43.5,1.2,0,14.4,0.6,0.7,0.2,0.9,0.9,0.9,1,1,0.4,0.9,0.1,0,1,0.2,1,1,1,0,0,0,0,0,0,0,0,0
